epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
196,342.468,1.86597,1.17441,0,0.58718,0.47336,0.4849,0.23832,1.85934,1.19877,0,0.00181997,0.00181997,0.00181997
197,344.02,1.88307,1.17506,0,0.58904,0.46977,0.49076,0.2437,1.84575,1.18836,0,0.00181818,0.00181818,0.00181818
198,345.731,1.87567,1.18483,0,0.59815,0.46585,0.49447,0.24866,1.83135,1.17962,0,0.00181638,0.00181638,0.00181638
199,347.325,1.9208,1.19862,0,0.58516,0.4686,0.48529,0.23787,1.87064,1.19173,0,0.00181457,0.00181457,0.00181457
200,348.878,1.89256,1.17945,0,0.58691,0.47561,0.49092,0.2453,1.82157,1.19754,0,0.00181275,0.00181275,0.00181275
201,350.664,1.86895,1.18582,0,0.57033,0.47836,0.47841,0.23577,1.8531,1.21349,0,0.00181093,0.00181093,0.00181093
202,352.406,1.89659,1.17386,0,0.56874,0.47445,0.48299,0.23649,1.86362,1.1957,0,0.00180909,0.00180909,0.00180909
203,353.851,1.87732,1.17727,0,0.58442,0.47636,0.49443,0.24691,1.82156,1.18209,0,0.00180725,0.00180725,0.00180725
204,355.403,1.86121,1.17736,0,0.57912,0.47988,0.48498,0.237,1.87608,1.23895,0,0.00180541,0.00180541,0.00180541
205,357.019,1.86628,1.17492,0,0.59168,0.47436,0.49146,0.24182,1.85943,1.22479,0,0.00180355,0.00180355,0.00180355
206,358.904,1.84057,1.17723,0,0.59543,0.47561,0.49516,0.24395,1.85352,1.20251,0,0.00180169,0.00180169,0.00180169
207,360.522,1.86539,1.17231,0,0.58997,0.49062,0.49851,0.24555,1.84134,1.22136,0,0.00179982,0.00179982,0.00179982
208,362.301,1.84494,1.17969,0,0.58371,0.47936,0.4982,0.24999,1.81782,1.17627,0,0.00179794,0.00179794,0.00179794
209,364.021,1.86683,1.16944,0,0.57947,0.46935,0.47749,0.23129,1.89401,1.20831,0,0.00179605,0.00179605,0.00179605
210,365.731,1.86672,1.1685,0,0.57927,0.4656,0.48694,0.24335,1.84359,1.20383,0,0.00179416,0.00179416,0.00179416
211,367.598,1.8581,1.17049,0,0.58987,0.47605,0.49966,0.24615,1.84781,1.18766,0,0.00179225,0.00179225,0.00179225
212,369.158,1.85515,1.16875,0,0.60378,0.47199,0.50035,0.25057,1.82104,1.18939,0,0.00179034,0.00179034,0.00179034
213,371.025,1.83742,1.16704,0,0.59416,0.46985,0.49727,0.24594,1.84481,1.19509,0,0.00178843,0.00178843,0.00178843
214,372.619,1.87541,1.17624,0,0.59236,0.47336,0.49558,0.24687,1.83206,1.18216,0,0.0017865,0.0017865,0.0017865
215,374.274,1.87125,1.15763,0,0.60593,0.4701,0.49772,0.24234,1.87759,1.21823,0,0.00178457,0.00178457,0.00178457
216,376.366,1.82608,1.16697,0,0.59531,0.47736,0.49867,0.24884,1.84425,1.19669,0,0.00178263,0.00178263,0.00178263
217,378.125,1.87399,1.1701,0,0.59838,0.47836,0.50143,0.24743,1.84495,1.19193,0,0.00178068,0.00178068,0.00178068
218,379.935,1.87703,1.16453,0,0.58521,0.47361,0.49457,0.24803,1.83749,1.18383,0,0.00177872,0.00177872,0.00177872
219,381.666,1.83351,1.16372,0,0.59347,0.48111,0.50084,0.25103,1.82833,1.17159,0,0.00177676,0.00177676,0.00177676
220,383.501,1.8046,1.14366,0,0.59235,0.47511,0.502,0.25544,1.81942,1.17969,0,0.00177479,0.00177479,0.00177479
221,385.448,1.82722,1.15497,0,0.5663,0.4861,0.49328,0.24816,1.83659,1.19318,0,0.00177281,0.00177281,0.00177281
222,387.186,1.82577,1.14413,0,0.5796,0.47738,0.48387,0.24107,1.85069,1.21541,0,0.00177082,0.00177082,0.00177082
223,388.875,1.85009,1.16316,0,0.59523,0.48286,0.49721,0.24958,1.82945,1.19192,0,0.00176883,0.00176883,0.00176883
224,390.627,1.87209,1.1729,0,0.58817,0.47461,0.48746,0.24468,1.83345,1.1901,0,0.00176683,0.00176683,0.00176683
225,392.434,1.84889,1.15902,0,0.59836,0.48231,0.49857,0.25295,1.82028,1.17613,0,0.00176482,0.00176482,0.00176482
226,394.315,1.84809,1.15475,0,0.58929,0.47386,0.49259,0.24844,1.84901,1.21142,0,0.0017628,0.0017628,0.0017628
227,396.07,1.84148,1.16241,0,0.57812,0.47761,0.49092,0.24692,1.82286,1.20569,0,0.00176078,0.00176078,0.00176078
228,397.805,1.79976,1.14844,0,0.5839,0.49116,0.50428,0.25523,1.79589,1.18175,0,0.00175875,0.00175875,0.00175875
229,399.471,1.83478,1.15543,0,0.5699,0.48812,0.49764,0.25389,1.80854,1.18239,0,0.00175671,0.00175671,0.00175671
230,401.191,1.83643,1.15922,0,0.5874,0.4696,0.48273,0.24182,1.83798,1.20519,0,0.00175466,0.00175466,0.00175466
231,403.04,1.82991,1.14964,0,0.597,0.49034,0.5038,0.25758,1.80188,1.17892,0,0.00175261,0.00175261,0.00175261
232,404.805,1.82422,1.16343,0,0.57396,0.48712,0.48811,0.24236,1.8488,1.20374,0,0.00175055,0.00175055,0.00175055
233,406.454,1.83628,1.15282,0,0.58786,0.48586,0.4999,0.25136,1.8127,1.25065,0,0.00174848,0.00174848,0.00174848
234,408.166,1.81071,1.14411,0,0.57812,0.48862,0.49427,0.24995,1.81212,1.19265,0,0.00174641,0.00174641,0.00174641
235,409.829,1.82139,1.14692,0,0.57159,0.50004,0.49339,0.2518,1.79456,1.2098,0,0.00174432,0.00174432,0.00174432
236,411.835,1.8242,1.1485,0,0.58569,0.49112,0.49767,0.25491,1.79297,1.19307,0,0.00174223,0.00174223,0.00174223
237,413.453,1.79252,1.1443,0,0.57314,0.47661,0.48284,0.2394,1.8636,1.19237,0,0.00174014,0.00174014,0.00174014
238,415.135,1.82167,1.14635,0,0.5819,0.48211,0.50087,0.25417,1.81356,1.16973,0,0.00173803,0.00173803,0.00173803
239,416.811,1.84916,1.16033,0,0.58472,0.48687,0.49754,0.25211,1.82228,1.17347,0,0.00173592,0.00173592,0.00173592
240,418.587,1.81291,1.14605,0,0.60032,0.4765,0.503,0.25719,1.80049,1.16405,0,0.0017338,0.0017338,0.0017338
241,420.484,1.81263,1.14706,0,0.59694,0.48984,0.50758,0.25964,1.79345,1.16668,0,0.00173168,0.00173168,0.00173168
242,422.205,1.79006,1.14101,0,0.59225,0.48804,0.50239,0.25755,1.79213,1.16463,0,0.00172955,0.00172955,0.00172955
243,423.986,1.81327,1.13965,0,0.59025,0.48835,0.50511,0.256,1.81624,1.1662,0,0.00172741,0.00172741,0.00172741
244,425.784,1.79813,1.14627,0,0.59939,0.47936,0.50404,0.25905,1.78925,1.16306,0,0.00172526,0.00172526,0.00172526
245,427.501,1.82819,1.14678,0,0.57726,0.49287,0.4946,0.24936,1.82077,1.16985,0,0.00172311,0.00172311,0.00172311
246,429.41,1.80963,1.15257,0,0.5955,0.46335,0.48784,0.24409,1.85958,1.19926,0,0.00172095,0.00172095,0.00172095
247,431.078,1.8129,1.14565,0,0.60032,0.47612,0.50054,0.25519,1.8114,1.18692,0,0.00171878,0.00171878,0.00171878
248,432.785,1.81783,1.1415,0,0.6128,0.48636,0.50879,0.25609,1.81904,1.17377,0,0.0017166,0.0017166,0.0017166
249,434.514,1.8085,1.1494,0,0.57866,0.48937,0.5015,0.25346,1.82411,1.16606,0,0.00171442,0.00171442,0.00171442
250,436.209,1.77457,1.14062,0,0.59339,0.48787,0.50449,0.26018,1.79553,1.17657,0,0.00171223,0.00171223,0.00171223
251,438.112,1.80363,1.13198,0,0.59714,0.48862,0.50708,0.26147,1.78821,1.18088,0,0.00171004,0.00171004,0.00171004
252,439.894,1.80973,1.13977,0,0.59468,0.49662,0.51225,0.2644,1.79018,1.16678,0,0.00170783,0.00170783,0.00170783
253,441.732,1.81534,1.13502,0,0.61383,0.49087,0.51314,0.26351,1.79065,1.15324,0,0.00170562,0.00170562,0.00170562
254,443.433,1.80848,1.13424,0,0.59437,0.48311,0.49694,0.25187,1.82132,1.16159,0,0.00170341,0.00170341,0.00170341
255,445.092,1.79004,1.13459,0,0.60192,0.49437,0.51034,0.25971,1.79105,1.15732,0,0.00170118,0.00170118,0.00170118
256,446.996,1.79606,1.13023,0,0.58913,0.49687,0.5098,0.26252,1.79444,1.15954,0,0.00169895,0.00169895,0.00169895
257,448.663,1.80106,1.13683,0,0.59281,0.49887,0.50246,0.25675,1.80645,1.17855,0,0.00169672,0.00169672,0.00169672
258,450.299,1.78959,1.1363,0,0.58135,0.49912,0.50624,0.25679,1.79394,1.16753,0,0.00169447,0.00169447,0.00169447
259,451.723,1.80924,1.13305,0,0.59738,0.50088,0.51077,0.26057,1.79117,1.18052,0,0.00169222,0.00169222,0.00169222
260,453.284,1.7885,1.12629,0,0.58948,0.48236,0.49711,0.25175,1.80403,1.16752,0,0.00168997,0.00168997,0.00168997
261,454.775,1.81379,1.12434,0,0.58449,0.48356,0.50048,0.25487,1.80402,1.15417,0,0.0016877,0.0016877,0.0016877
262,456.186,1.80403,1.14169,0,0.58763,0.48586,0.50839,0.2644,1.76948,1.14629,0,0.00168543,0.00168543,0.00168543
263,457.706,1.75807,1.11751,0,0.60673,0.48751,0.50938,0.26181,1.78885,1.14772,0,0.00168315,0.00168315,0.00168315
264,459.26,1.80518,1.12648,0,0.60872,0.49626,0.51764,0.26879,1.76474,1.15095,0,0.00168087,0.00168087,0.00168087
265,460.672,1.77316,1.12704,0,0.60925,0.49892,0.51717,0.26893,1.7737,1.14975,0,0.00167858,0.00167858,0.00167858
266,462.422,1.80996,1.12038,0,0.60272,0.48812,0.51412,0.26711,1.76356,1.14122,0,0.00167628,0.00167628,0.00167628
267,464.195,1.79349,1.12526,0,0.60808,0.49027,0.51781,0.26852,1.76254,1.14219,0,0.00167398,0.00167398,0.00167398
268,465.839,1.79577,1.12062,0,0.59445,0.49312,0.51033,0.26751,1.7588,1.15572,0,0.00167167,0.00167167,0.00167167
269,467.448,1.79728,1.13047,0,0.6015,0.49062,0.51219,0.26634,1.76053,1.14408,0,0.00166935,0.00166935,0.00166935
270,469.144,1.75299,1.10853,0,0.6088,0.49937,0.52112,0.27328,1.75017,1.14758,0,0.00166703,0.00166703,0.00166703
271,471.049,1.75427,1.11167,0,0.60755,0.49512,0.52039,0.27319,1.74921,1.14374,0,0.0016647,0.0016647,0.0016647
272,472.525,1.75609,1.1079,0,0.60725,0.50113,0.51574,0.26817,1.76631,1.15804,0,0.00166236,0.00166236,0.00166236
273,474.053,1.7589,1.11453,0,0.61658,0.49326,0.51584,0.26748,1.76866,1.16835,0,0.00166002,0.00166002,0.00166002
274,475.508,1.7829,1.12207,0,0.6115,0.49837,0.51821,0.26947,1.76239,1.14107,0,0.00165767,0.00165767,0.00165767
275,476.974,1.78415,1.12429,0,0.61873,0.49637,0.52248,0.27324,1.75478,1.13627,0,0.00165532,0.00165532,0.00165532
276,478.359,1.77193,1.11612,0,0.61085,0.49687,0.51985,0.27346,1.75213,1.13959,0,0.00165295,0.00165295,0.00165295
277,480.171,1.77548,1.12398,0,0.60632,0.49262,0.5179,0.27249,1.76153,1.15158,0,0.00165059,0.00165059,0.00165059
278,481.744,1.76174,1.10824,0,0.61256,0.48536,0.51385,0.26478,1.79089,1.13717,0,0.00164821,0.00164821,0.00164821
279,483.344,1.775,1.11058,0,0.61419,0.49312,0.52337,0.27607,1.75738,1.12085,0,0.00164583,0.00164583,0.00164583
280,484.929,1.79036,1.12126,0,0.6164,0.48806,0.51858,0.26333,1.80273,1.13968,0,0.00164344,0.00164344,0.00164344
281,486.64,1.78034,1.10588,0,0.60476,0.50838,0.52551,0.27183,1.76613,1.13741,0,0.00164105,0.00164105,0.00164105
282,488.192,1.7747,1.1187,0,0.59319,0.51037,0.52261,0.27099,1.75886,1.15557,0,0.00163865,0.00163865,0.00163865
283,489.724,1.77005,1.11799,0,0.5956,0.50338,0.51902,0.26841,1.77488,1.15827,0,0.00163624,0.00163624,0.00163624
284,491.404,1.77509,1.13174,0,0.60481,0.50113,0.52076,0.26982,1.7614,1.185,0,0.00163383,0.00163383,0.00163383
285,493.031,1.77776,1.12321,0,0.60035,0.50698,0.51647,0.26893,1.76434,1.18945,0,0.00163141,0.00163141,0.00163141
286,494.859,1.77946,1.11613,0,0.61666,0.49187,0.51854,0.27091,1.75663,1.14654,0,0.00162899,0.00162899,0.00162899
287,496.756,1.75362,1.11405,0,0.61651,0.48687,0.51086,0.26708,1.75793,1.13433,0,0.00162656,0.00162656,0.00162656
288,498.315,1.78836,1.10593,0,0.58629,0.47611,0.49206,0.2507,1.84415,1.15179,0,0.00162412,0.00162412,0.00162412
289,499.888,1.74654,1.10334,0,0.61005,0.48812,0.51531,0.26891,1.77233,1.13832,0,0.00162168,0.00162168,0.00162168
290,501.461,1.76446,1.10111,0,0.62014,0.48361,0.5189,0.26809,1.78262,1.13663,0,0.00161923,0.00161923,0.00161923
291,502.772,1.79021,1.10859,0,0.59735,0.48623,0.51276,0.2682,1.75721,1.13928,0,0.00161678,0.00161678,0.00161678
292,503.924,1.75515,1.10624,0,0.58943,0.49537,0.51186,0.27073,1.75136,1.14388,0,0.00161432,0.00161432,0.00161432
293,505.292,1.74387,1.10931,0,0.60197,0.49662,0.51876,0.27124,1.75872,1.14879,0,0.00161185,0.00161185,0.00161185
294,506.757,1.7505,1.10982,0,0.60186,0.48787,0.51741,0.27013,1.75816,1.14528,0,0.00160938,0.00160938,0.00160938
295,508.193,1.7694,1.11661,0,0.61345,0.48875,0.52588,0.27584,1.74499,1.13316,0,0.0016069,0.0016069,0.0016069
296,509.852,1.75118,1.10082,0,0.61983,0.49687,0.52676,0.27712,1.74138,1.12553,0,0.00160442,0.00160442,0.00160442
297,511.435,1.7436,1.10542,0,0.62567,0.49462,0.52726,0.27929,1.72195,1.12834,0,0.00160193,0.00160193,0.00160193
298,513.02,1.74924,1.10517,0,0.62491,0.50013,0.52661,0.27274,1.77003,1.16673,0,0.00159943,0.00159943,0.00159943
299,514.354,1.75769,1.11605,0,0.62125,0.4826,0.52064,0.2749,1.74905,1.13643,0,0.00159693,0.00159693,0.00159693
300,515.953,1.74923,1.11064,0,0.61237,0.47944,0.51719,0.27353,1.74205,1.13432,0,0.00159442,0.00159442,0.00159442
301,517.789,1.76624,1.10798,0,0.62423,0.49542,0.52851,0.27789,1.74498,1.12477,0,0.00159191,0.00159191,0.00159191
302,519.572,1.73116,1.10126,0,0.60584,0.49914,0.51845,0.27153,1.76322,1.13894,0,0.00158939,0.00158939,0.00158939
303,521.381,1.71438,1.10044,0,0.61702,0.49297,0.52367,0.2756,1.75404,1.13508,0,0.00158686,0.00158686,0.00158686
304,523.219,1.72462,1.09427,0,0.62875,0.48687,0.52512,0.27785,1.7476,1.12394,0,0.00158433,0.00158433,0.00158433
305,524.965,1.72948,1.09932,0,0.62005,0.49321,0.52142,0.27703,1.73997,1.11677,0,0.0015818,0.0015818,0.0015818
306,526.892,1.72852,1.09042,0,0.63849,0.49047,0.52786,0.2773,1.74743,1.10954,0,0.00157926,0.00157926,0.00157926
307,528.556,1.74275,1.09032,0,0.63052,0.49825,0.52945,0.27315,1.77609,1.13557,0,0.00157671,0.00157671,0.00157671
308,530.246,1.75924,1.10564,0,0.61478,0.50013,0.52474,0.27866,1.73748,1.12692,0,0.00157415,0.00157415,0.00157415
309,531.911,1.79047,1.10134,0,0.60783,0.50603,0.52459,0.27255,1.77477,1.16106,0,0.0015716,0.0015716,0.0015716
310,533.533,1.74491,1.09627,0,0.61052,0.50338,0.52669,0.27478,1.74137,1.14079,0,0.00156903,0.00156903,0.00156903
311,535.211,1.74471,1.10188,0,0.60319,0.51364,0.5275,0.27507,1.73851,1.15782,0,0.00156646,0.00156646,0.00156646
312,536.758,1.77159,1.1009,0,0.61686,0.49912,0.52807,0.27949,1.73359,1.12811,0,0.00156389,0.00156389,0.00156389
313,538.448,1.73088,1.10397,0,0.61314,0.50288,0.52812,0.28048,1.71968,1.1091,0,0.00156131,0.00156131,0.00156131
314,540.117,1.74465,1.08898,0,0.63234,0.5026,0.53177,0.27906,1.72423,1.13945,0,0.00155872,0.00155872,0.00155872
315,541.617,1.72721,1.10172,0,0.61327,0.50863,0.52819,0.2785,1.72735,1.15098,0,0.00155613,0.00155613,0.00155613
316,543.425,1.73884,1.09084,0,0.62197,0.50613,0.53152,0.28066,1.73041,1.11864,0,0.00155353,0.00155353,0.00155353
317,545.073,1.71362,1.0812,0,0.62285,0.49333,0.52488,0.27794,1.73399,1.11551,0,0.00155093,0.00155093,0.00155093
318,546.696,1.71186,1.09488,0,0.61917,0.48486,0.51572,0.27414,1.735,1.12196,0,0.00154832,0.00154832,0.00154832
319,548.321,1.76856,1.10299,0,0.61569,0.49061,0.52432,0.27891,1.71277,1.13638,0,0.00154571,0.00154571,0.00154571
320,549.846,1.73046,1.09699,0,0.62014,0.50038,0.52516,0.2785,1.71361,1.13669,0,0.00154309,0.00154309,0.00154309
321,551.624,1.75033,1.09514,0,0.61358,0.50488,0.5258,0.27796,1.73106,1.12018,0,0.00154047,0.00154047,0.00154047
322,553.21,1.72783,1.09194,0,0.62133,0.48893,0.51753,0.27191,1.74668,1.13157,0,0.00153784,0.00153784,0.00153784
323,554.793,1.71262,1.08762,0,0.61294,0.49887,0.52567,0.27975,1.7159,1.13752,0,0.00153521,0.00153521,0.00153521
324,556.51,1.73841,1.08836,0,0.62882,0.49037,0.52988,0.28027,1.72952,1.11658,0,0.00153257,0.00153257,0.00153257
325,558.199,1.73081,1.08119,0,0.63081,0.48111,0.52364,0.27889,1.71932,1.10766,0,0.00152992,0.00152992,0.00152992
326,560.131,1.73756,1.08192,0,0.61097,0.49337,0.52572,0.27837,1.73312,1.1352,0,0.00152727,0.00152727,0.00152727
327,561.818,1.74035,1.0801,0,0.6156,0.50323,0.52946,0.28124,1.72519,1.13122,0,0.00152462,0.00152462,0.00152462
328,563.609,1.72718,1.07957,0,0.62217,0.50014,0.53132,0.28546,1.70678,1.11712,0,0.00152196,0.00152196,0.00152196
329,565.354,1.71198,1.08138,0,0.6269,0.50013,0.53309,0.28875,1.69969,1.10788,0,0.0015193,0.0015193,0.0015193
330,567.038,1.73793,1.09063,0,0.61579,0.50926,0.53043,0.28323,1.71228,1.12033,0,0.00151663,0.00151663,0.00151663
331,568.657,1.71559,1.09282,0,0.61887,0.50313,0.52873,0.2847,1.69919,1.10488,0,0.00151395,0.00151395,0.00151395
332,570.496,1.71195,1.08691,0,0.60362,0.49737,0.51579,0.27072,1.75642,1.11122,0,0.00151127,0.00151127,0.00151127
333,572.099,1.70437,1.08317,0,0.60576,0.51639,0.53063,0.28422,1.72199,1.11537,0,0.00150859,0.00150859,0.00150859
334,573.717,1.70409,1.07283,0,0.60584,0.50488,0.52469,0.27947,1.72701,1.11049,0,0.0015059,0.0015059,0.0015059
335,575.298,1.69253,1.08177,0,0.61477,0.51113,0.53089,0.28339,1.71696,1.10687,0,0.0015032,0.0015032,0.0015032
336,576.982,1.71171,1.0889,0,0.61346,0.51088,0.53078,0.28518,1.70774,1.10884,0,0.0015005,0.0015005,0.0015005
337,578.816,1.72683,1.09358,0,0.63114,0.50288,0.53018,0.28112,1.71758,1.12503,0,0.0014978,0.0014978,0.0014978
338,580.494,1.73624,1.08223,0,0.61934,0.50515,0.53324,0.28634,1.70224,1.10796,0,0.00149509,0.00149509,0.00149509
339,582.115,1.68341,1.06671,0,0.61804,0.49308,0.51858,0.2736,1.7371,1.11538,0,0.00149238,0.00149238,0.00149238
340,583.929,1.71005,1.07775,0,0.62246,0.50413,0.52993,0.28701,1.68671,1.10107,0,0.00148966,0.00148966,0.00148966
341,585.623,1.71036,1.07511,0,0.6293,0.50388,0.53172,0.28566,1.69126,1.10487,0,0.00148694,0.00148694,0.00148694
342,587.389,1.72784,1.06663,0,0.6238,0.49989,0.53203,0.28738,1.69499,1.10379,0,0.00148421,0.00148421,0.00148421
343,588.933,1.70437,1.07781,0,0.63019,0.49987,0.53355,0.28607,1.69413,1.09754,0,0.00148148,0.00148148,0.00148148
344,590.428,1.73054,1.07354,0,0.62559,0.50248,0.53001,0.28406,1.71334,1.11604,0,0.00147874,0.00147874,0.00147874
345,591.8,1.70111,1.07535,0,0.61666,0.50388,0.53114,0.28514,1.70597,1.10464,0,0.001476,0.001476,0.001476
346,593.454,1.71181,1.07941,0,0.61685,0.51637,0.53826,0.28283,1.73478,1.12296,0,0.00147325,0.00147325,0.00147325
347,595.261,1.70779,1.08016,0,0.61893,0.51263,0.54029,0.28771,1.71071,1.1222,0,0.0014705,0.0014705,0.0014705
348,596.907,1.6975,1.08072,0,0.62828,0.50213,0.5286,0.27982,1.70482,1.12075,0,0.00146774,0.00146774,0.00146774
349,598.513,1.71593,1.08559,0,0.62433,0.50013,0.5288,0.28458,1.70612,1.11376,0,0.00146498,0.00146498,0.00146498
350,600.225,1.70709,1.08032,0,0.61458,0.49212,0.52169,0.27657,1.72851,1.11059,0,0.00146222,0.00146222,0.00146222
351,601.778,1.72151,1.07504,0,0.6241,0.50488,0.52972,0.27965,1.73001,1.12878,0,0.00145945,0.00145945,0.00145945
352,603.654,1.70799,1.07449,0,0.62721,0.49662,0.53348,0.28733,1.69154,1.1173,0,0.00145668,0.00145668,0.00145668
353,605.291,1.71708,1.07918,0,0.62718,0.50188,0.53081,0.28881,1.68396,1.09706,0,0.0014539,0.0014539,0.0014539
354,606.971,1.70841,1.08406,0,0.6236,0.48511,0.52194,0.28176,1.70012,1.11451,0,0.00145112,0.00145112,0.00145112
355,608.496,1.69965,1.06825,0,0.61787,0.48866,0.52222,0.28286,1.68925,1.10278,0,0.00144833,0.00144833,0.00144833
356,610.05,1.71316,1.06858,0,0.62909,0.50138,0.5323,0.28491,1.7178,1.1046,0,0.00144554,0.00144554,0.00144554
357,611.698,1.70802,1.07266,0,0.61777,0.50538,0.53215,0.28867,1.6768,1.0967,0,0.00144274,0.00144274,0.00144274
358,612.807,1.69436,1.06988,0,0.62111,0.50613,0.53289,0.28491,1.70177,1.11544,0,0.00143995,0.00143995,0.00143995
359,614.151,1.70156,1.06285,0,0.62667,0.51088,0.53986,0.29149,1.68113,1.10847,0,0.00143714,0.00143714,0.00143714
360,615.829,1.71338,1.07278,0,0.61875,0.51113,0.53799,0.27955,1.74888,1.11697,0,0.00143433,0.00143433,0.00143433
361,617.405,1.7128,1.06174,0,0.61698,0.509,0.52652,0.28338,1.71328,1.1135,0,0.00143152,0.00143152,0.00143152
362,619.208,1.69719,1.06604,0,0.62044,0.51734,0.54127,0.28251,1.74227,1.11846,0,0.00142871,0.00142871,0.00142871
363,620.86,1.70517,1.06462,0,0.61762,0.50788,0.53741,0.29288,1.67434,1.10469,0,0.00142588,0.00142588,0.00142588
364,622.61,1.69187,1.07111,0,0.6179,0.50838,0.53325,0.29009,1.68649,1.11653,0,0.00142306,0.00142306,0.00142306
365,624.296,1.69873,1.06756,0,0.63314,0.50213,0.53672,0.29102,1.68801,1.09348,0,0.00142023,0.00142023,0.00142023
366,626.205,1.6939,1.07304,0,0.63976,0.49453,0.52951,0.2862,1.71371,1.08823,0,0.0014174,0.0014174,0.0014174
367,627.875,1.69962,1.0554,0,0.64184,0.49187,0.52884,0.28387,1.71865,1.08875,0,0.00141456,0.00141456,0.00141456
368,629.529,1.70782,1.0662,0,0.63361,0.49737,0.53282,0.28623,1.69896,1.08865,0,0.00141172,0.00141172,0.00141172
369,631.157,1.67018,1.0571,0,0.622,0.50488,0.53366,0.2898,1.69512,1.11475,0,0.00140888,0.00140888,0.00140888
370,632.727,1.68022,1.06279,0,0.61891,0.50838,0.53378,0.28823,1.69371,1.1173,0,0.00140603,0.00140603,0.00140603
371,634.451,1.6944,1.0622,0,0.61918,0.51063,0.53276,0.2896,1.69604,1.08746,0,0.00140318,0.00140318,0.00140318
372,636.163,1.6633,1.0484,0,0.62785,0.50439,0.53036,0.2874,1.69288,1.10463,0,0.00140032,0.00140032,0.00140032
373,637.814,1.68847,1.05096,0,0.6235,0.50763,0.53197,0.28722,1.69301,1.11258,0,0.00139746,0.00139746,0.00139746
374,639.463,1.6804,1.05822,0,0.63256,0.51138,0.54283,0.29265,1.69342,1.10623,0,0.0013946,0.0013946,0.0013946
375,641.109,1.67862,1.05896,0,0.6365,0.50813,0.53905,0.29135,1.67678,1.10662,0,0.00139173,0.00139173,0.00139173
376,642.999,1.6609,1.04814,0,0.64483,0.50438,0.53783,0.29055,1.68503,1.09128,0,0.00138886,0.00138886,0.00138886
377,644.72,1.69511,1.05272,0,0.63874,0.50713,0.54043,0.29255,1.68727,1.08962,0,0.00138598,0.00138598,0.00138598
378,646.439,1.683,1.06533,0,0.64017,0.49387,0.5281,0.28745,1.68275,1.09859,0,0.0013831,0.0013831,0.0013831
379,647.837,1.65818,1.05376,0,0.64224,0.49495,0.53585,0.29328,1.66876,1.08885,0,0.00138022,0.00138022,0.00138022
380,649.458,1.6897,1.0606,0,0.62978,0.49512,0.53442,0.28955,1.69051,1.08764,0,0.00137733,0.00137733,0.00137733
381,651.406,1.68358,1.05774,0,0.62654,0.49537,0.52723,0.28595,1.70381,1.08103,0,0.00137444,0.00137444,0.00137444
382,653.069,1.67576,1.06418,0,0.64085,0.49812,0.53954,0.29215,1.69727,1.09426,0,0.00137155,0.00137155,0.00137155
383,654.347,1.68233,1.05561,0,0.63733,0.49987,0.53802,0.29437,1.66237,1.08101,0,0.00136865,0.00136865,0.00136865
384,655.684,1.69416,1.06698,0,0.63854,0.50827,0.5431,0.29158,1.69099,1.11435,0,0.00136575,0.00136575,0.00136575
385,656.889,1.67604,1.05778,0,0.62001,0.50263,0.53329,0.28634,1.70676,1.09888,0,0.00136285,0.00136285,0.00136285
386,658.215,1.69303,1.06226,0,0.63116,0.49487,0.53555,0.2882,1.7078,1.09474,0,0.00135994,0.00135994,0.00135994
387,659.583,1.68613,1.06547,0,0.61309,0.51664,0.53917,0.28915,1.70699,1.09234,0,0.00135703,0.00135703,0.00135703
388,661.064,1.665,1.05005,0,0.63196,0.49876,0.54102,0.29385,1.68073,1.07947,0,0.00135411,0.00135411,0.00135411
389,662.552,1.67345,1.05399,0,0.63325,0.50713,0.54413,0.2923,1.69244,1.09374,0,0.0013512,0.0013512,0.0013512
390,664.093,1.68616,1.05333,0,0.62967,0.50038,0.53627,0.29252,1.68103,1.08357,0,0.00134828,0.00134828,0.00134828
391,665.373,1.69827,1.05986,0,0.62419,0.50279,0.5389,0.29085,1.69801,1.09291,0,0.00134535,0.00134535,0.00134535
392,666.849,1.68729,1.06083,0,0.62954,0.51188,0.54492,0.29682,1.66293,1.07717,0,0.00134242,0.00134242,0.00134242
393,668.445,1.6946,1.048,0,0.62471,0.51559,0.54336,0.29531,1.66179,1.07358,0,0.00133949,0.00133949,0.00133949
394,669.98,1.68381,1.05025,0,0.62274,0.51414,0.5455,0.29838,1.65775,1.07512,0,0.00133656,0.00133656,0.00133656
395,671.632,1.67088,1.04917,0,0.63139,0.51013,0.54288,0.29572,1.66838,1.07897,0,0.00133362,0.00133362,0.00133362
396,673.5,1.6595,1.0551,0,0.6286,0.51288,0.54636,0.29639,1.67581,1.09123,0,0.00133068,0.00133068,0.00133068
397,675.134,1.68642,1.05054,0,0.61959,0.50688,0.53423,0.29266,1.68646,1.0874,0,0.00132773,0.00132773,0.00132773
398,676.743,1.66403,1.05357,0,0.61689,0.50638,0.53018,0.28701,1.69478,1.09501,0,0.00132479,0.00132479,0.00132479
399,678.287,1.6697,1.04854,0,0.62624,0.51854,0.54606,0.29702,1.66905,1.09225,0,0.00132184,0.00132184,0.00132184
